engineer,merged_prs,weighted_pr_output,avg_cycle_time_hours,median_cycle_time_hours,complex_pr_count,bug_fix_prs,hotfix_prs,refactor_prs,infra_prs,core_area_touch_count,reviews_given,distinct_prs_reviewed,unblocks,review_response_time_hours,distinct_engineers_helped,weighted_pr_output_norm,merged_prs_norm,avg_cycle_time_hours_inv_norm,unblocks_norm,reviews_given_norm,distinct_engineers_helped_norm,bug_fix_prs_norm,hotfix_prs_norm,core_area_touch_count_norm,refactor_prs_norm,product_score,team_score,technical_score,impact_score,impact_rank,summary
luke-belton,6.0,6.09752020171938,2.041851851851852,1.9004166666666666,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.39564122288211706,0.45112781954887277,0.9579773583294875,0.0,0.0,0.0,0.6134969325153381,0.0,0.5454545454545454,0.0,0.5247544289716178,0.0,0.35448968209704435,0.3162486762177604,47,"Shipped 6 merged PRs (avg cycle time 2h). Technical: 5 bug fixes, 6 core-area touches. Strongest signal: shipping code."
cvolzer3,8.0,8.857646871959815,35.97013888888889,22.82375,1.0,5.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,117.42277777777778,0.0,0.5747336826029629,0.601503759398497,0.2597111019609786,0.0,0.027322404371584726,0.0,0.6134969325153381,0.0,0.45454545454545453,0.0,0.5197601895132262,0.008196721311475417,0.33630786391522616,0.31125545137330096,48,"Shipped 8 merged PRs (avg cycle time 36h). including 1 complex cross-directory change. Reviewed 1 PR. Technical: 5 bug fixes, 5 core-area touches. Strongest signal: shipping code."
fasyy612,4.0,4.517741775368793,8.448055555555555,4.176805555555555,0.0,2.0,0.0,0.0,0.0,4.0,11.0,8.0,8.0,18.938787878787878,3.0,0.29313636060910847,0.3007518796992485,0.8261335115465316,0.31809145129224664,0.30054644808743197,0.3333333333333333,0.24539877300613522,0.0,0.36363636363636365,0.0,0.4020204465236351,0.3166384208410739,0.17088678192972684,0.30706573944069426,49,"Shipped 4 merged PRs (avg cycle time 8h). Reviewed 11 PRs, across 3 contributors, unblocking 8 merges. Technical: 2 bug fixes, 4 core-area touches. Strongest signal: shipping code."
cat-ph,5.0,5.632773442928902,24.18761111111111,24.164166666666667,0.0,4.0,0.0,0.0,0.0,1.0,12.0,9.0,4.0,25.81540404040404,4.0,0.36548585317518,0.37593984962406063,0.5022032016347897,0.15904572564612332,0.3278688524590167,0.4444444444444444,0.49079754601227044,0.0,0.09090909090909091,0.0,0.3959655218017661,0.2810423433895716,0.21450083658672636,0.30704916271359584,50,"Shipped 5 merged PRs (avg cycle time 24h). Reviewed 12 PRs, across 4 contributors, unblocking 4 merges. Technical: 4 bug fixes, 1 core-area touch. Strongest signal: shipping code."
orian,6.0,6.949746858061826,15.222731481481482,11.865277777777777,0.0,1.0,0.0,0.0,1.0,5.0,4.0,3.0,4.0,2.718472222222222,3.0,0.4509384560742246,0.45112781954887277,0.6867062663177292,0.15904572564612332,0.1092896174863389,0.3333333333333333,0.12269938650306761,0.0,0.45454545454545453,0.0,0.49814882716531994,0.18769079511999048,0.13998884551031796,0.29756342305522054,51,"Shipped 6 merged PRs (avg cycle time 15h). Reviewed 4 PRs, across 3 contributors, unblocking 4 merges. Technical: 1 bug fix, 5 core-area touches. Strongest signal: shipping code."
yasen-posthog,5.0,6.062595548672743,23.695277777777783,0.8930555555555556,1.0,3.0,0.0,0.0,0.0,5.0,6.0,5.0,3.0,27.229166666666668,3.0,0.3933751160086689,0.37593984962406063,0.5123357424605853,0.11928429423459248,0.16393442622950835,0.3333333333333333,0.3680981595092028,0.0,0.45454545454545453,0.0,0.41193666138366974,0.18619159360775245,0.23814835471277204,0.2920766490496252,52,"Shipped 5 merged PRs (avg cycle time 24h). including 1 complex cross-directory change. Reviewed 6 PRs, across 3 contributors, unblocking 3 merges. Technical: 3 bug fixes, 5 core-area touches. Strongest signal: shipping code."
posthog-js-upgrader,9.0,10.187798558580024,1.5376234567901232,0.7925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6610413654811162,0.6766917293233091,0.9683547072769929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7271991429929494,0.0,0.0,0.2908796571971798,53,Shipped 9 merged PRs (avg cycle time 2h). Strongest signal: shipping code.
joshsny,3.0,3.0414636567593862,1.5085185185185184,1.0105555555555557,0.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,7.0,4.892738095238095,8.0,0.19734717732833165,0.22556390977443638,0.9689537058726652,0.2783300198807158,0.2459016393442625,0.8888888888888888,0.12269938650306761,0.0,0.0,0.0,0.3601335027710298,0.4212412229718231,0.049079754601227044,0.285149694380327,54,"Shipped 3 merged PRs (avg cycle time 2h). Reviewed 9 PRs, across 8 contributors, unblocking 7 merges. Technical: 1 bug fix. Strongest signal: reviewing & unblocking others."
rorylshanks,1.0,1.6001310381797604,0.8363888888888888,0.8363888888888888,1.0,1.0,0.0,0.0,0.0,1.0,18.0,12.0,10.0,3.546027777777778,7.0,0.10382545358989652,0.07518796992481212,0.9827865716393189,0.3976143141153083,0.491803278688525,0.7777777777777778,0.12269938650306761,0.0,0.09090909090909091,0.0,0.2710264321002557,0.5209118694028907,0.06726157278304523,0.28486260549588305,55,"Shipped 1 merged PR (avg cycle time 1h). including 1 complex cross-directory change. Reviewed 18 PRs, across 7 contributors, unblocking 10 merges. Technical: 1 bug fix, 1 core-area touch. Strongest signal: reviewing & unblocking others."
Piccirello,2.0,2.084616911866897,59.36736111111111,59.36736111111111,0.0,1.0,0.0,0.0,0.0,1.0,22.0,19.0,16.0,18.95076388888889,11.0,0.13526160750056973,0.15037593984962425,0.0,0.6361829025844933,0.6010928961748639,1.0,0.12269938650306761,0.0,0.09090909090909091,0.0,0.11274358570517214,0.7166101750154812,0.06726157278304523,0.2802589586216268,56,"Shipped 2 merged PRs (avg cycle time 2.5d). Reviewed 22 PRs, across 11 contributors, unblocking 16 merges. Technical: 1 bug fix, 1 core-area touch. Strongest signal: reviewing & unblocking others."
estefaniarabadan,3.0,3.209633291639367,2.7155555555555555,1.3119444444444444,0.0,3.0,0.0,0.0,1.0,3.0,10.0,6.0,6.0,1.164259259259259,1.0,0.20825896405382593,0.22556390977443638,0.9441120970926542,0.23856858846918497,0.27322404371584724,0.1111111111111111,0.3680981595092028,0.0,0.2727272727272727,0.0,0.3606210743777747,0.21710085570366522,0.20178471834913567,0.26991410196695015,57,"Shipped 3 merged PRs (avg cycle time 3h). Reviewed 10 PRs, across 1 contributor, unblocking 6 merges. Technical: 3 bug fixes, 3 core-area touches. Strongest signal: shipping code."
ReeceJones,3.0,3.3405195862370203,8.854166666666666,4.990277777777778,0.0,2.0,0.0,0.0,0.0,3.0,8.0,7.0,4.0,16.883166666666668,3.0,0.21675159908249259,0.22556390977443638,0.8177754802402162,0.15904572564612332,0.2185792349726778,0.3333333333333333,0.24539877300613522,0.0,0.2727272727272727,0.0,0.33960006852162045,0.22047768036589216,0.15270496374790862,0.24779482064278838,58,"Shipped 3 merged PRs (avg cycle time 9h). Reviewed 8 PRs, across 3 contributors, unblocking 4 merges. Technical: 2 bug fixes, 3 core-area touches. Strongest signal: shipping code."
andrewjmcgehee,3.0,3.7200786229078564,20.44648148148148,4.732222222222222,0.0,1.0,0.0,0.0,0.0,3.0,12.0,7.0,10.0,16.326338383838387,1.0,0.24137951280093556,0.22556390977443638,0.5791980872952158,0.3976143141153083,0.3278688524590167,0.1111111111111111,0.12269938650306761,0.0,0.2727272727272727,0.0,0.3041985467918419,0.30506487486737155,0.10362520914668158,0.24428644392095272,59,"Shipped 3 merged PRs (avg cycle time 20h). Reviewed 12 PRs, across 1 contributor, unblocking 10 merges. Technical: 1 bug fix, 3 core-area touches. Strongest signal: reviewing & unblocking others."
brandonleung,4.0,4.402556237218814,8.676388888888889,3.9393055555555554,0.0,3.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,0.5549074074074074,0.0,0.2856624784956647,0.3007518796992485,0.8214342627546087,0.11928429423459248,0.1092896174863389,0.0,0.3680981595092028,0.0,0.18181818181818182,0.0,0.39734365570852864,0.0864648176514683,0.1836029001673175,0.2399577776290472,60,"Shipped 4 merged PRs (avg cycle time 9h). Reviewed 4 PRs, unblocking 3 merges. Technical: 3 bug fixes, 2 core-area touches. Strongest signal: shipping code."
mp-hog,3.0,3.9345613199118468,24.059074074074076,24.184444444444445,1.0,2.0,0.0,0.0,2.0,2.0,8.0,7.0,6.0,18.99924603174603,3.0,0.25529635009255863,0.22556390977443638,0.5048485776173312,0.23856858846918497,0.2185792349726778,0.3333333333333333,0.24539877300613522,0.0,0.18181818181818182,0.0,0.29628706350207645,0.2562629686362699,0.13452314556609046,0.23575065966153871,61,"Shipped 3 merged PRs (avg cycle time 24h). including 1 complex cross-directory change. Reviewed 8 PRs, across 3 contributors, unblocking 6 merges. Technical: 2 bug fixes, 2 core-area touches. Strongest signal: shipping code."
a-lider,2.0,2.00229316814581,24.58277777777778,24.58277777777778,0.0,2.0,0.0,0.0,0.0,1.0,19.0,8.0,6.0,3.765925925925926,3.0,0.12991998245292158,0.15037593984962425,0.49407041412701647,0.23856858846918497,0.5191256830601098,0.3333333333333333,0.24539877300613522,0.0,0.09090909090909091,0.0,0.20888685600675136,0.3464269030624995,0.11634132738427228,0.22238521153673207,62,"Shipped 2 merged PRs (avg cycle time 25h). Reviewed 19 PRs, across 3 contributors, unblocking 6 merges. Technical: 2 bug fixes, 1 core-area touch. Strongest signal: reviewing & unblocking others."
haacked,2.0,2.3678618937002405,14.518749999999999,14.518749999999999,0.0,0.0,1.0,0.0,1.0,2.0,11.0,7.0,8.0,5.759876543209876,4.0,0.15364012651821357,0.15037593984962425,0.7011946639515452,0.31809145129224664,0.30054644808743197,0.4444444444444444,0.0,0.0,0.18181818181818182,0.0,0.26217177800430314,0.3444161986188517,0.03636363636363637,0.2191026616964677,63,"Shipped 2 merged PRs (avg cycle time 15h). Reviewed 11 PRs, across 4 contributors, unblocking 8 merges. Technical: 2 core-area touches. Strongest signal: reviewing & unblocking others."
mariusandra,1.0,1.0,1.4758333333333333,1.4758333333333333,0.0,1.0,0.0,0.0,0.0,1.0,7.0,5.0,6.0,2.296990740740741,5.0,0.06488559443731799,0.07518796992481212,0.9696263882828633,0.23856858846918497,0.19125683060109308,0.5555555555555556,0.12269938650306761,0.0,0.09090909090909091,0.0,0.2489244658526753,0.30362180288035007,0.06726157278304523,0.2108347990400887,64,"Shipped 1 merged PR (avg cycle time 1h). Reviewed 7 PRs, across 5 contributors, unblocking 6 merges. Technical: 1 bug fix, 1 core-area touch. Strongest signal: reviewing & unblocking others."
Radu-Raicea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,11.0,3.033787878787879,2.0,0.0,0.0,1.0,0.4373757455268391,0.6010928961748639,0.2222222222222222,0.0,0.0,0.0,0.0,0.2,0.4327025098950924,0.0,0.20981075296852772,65,"Reviewed 22 PRs, across 2 contributors, unblocking 11 merges. Strongest signal: reviewing & unblocking others."
ksvat,3.0,3.7800633351202175,23.896203703703705,25.462777777777777,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,6.0,9.117103174603175,3.0,0.24527165650998606,0.22556390977443638,0.5082005559729648,0.23856858846918497,0.19125683060109308,0.3333333333333333,0.0,0.0,0.2727272727272727,0.0,0.2919451123819169,0.2480662473247945,0.05454545454545454,0.20756155551384148,66,"Shipped 3 merged PRs (avg cycle time 24h). Reviewed 7 PRs, across 3 contributors, unblocking 6 merges. Technical: 3 core-area touches. Strongest signal: shipping code."
patricio-posthog,4.0,4.457109813965493,6.245694444444444,2.2641666666666667,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,0.7336111111111111,1.0,0.2892022197515548,0.3007518796992485,0.8714595383674083,0.03976143141153083,0.1092896174863389,0.1111111111111111,0.0,0.0,0.2727272727272727,0.0,0.4091185814590336,0.07845730715886831,0.05454545454545454,0.2035482610949103,67,"Shipped 4 merged PRs (avg cycle time 6h). Reviewed 4 PRs, across 1 contributor, unblocking 1 merge. Technical: 3 core-area touches. Strongest signal: shipping code."
gesh,5.0,5.82256934103679,72.46427777777777,117.33333333333333,0.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,7.397638888888889,3.0,0.377800872845675,0.37593984962406063,0.0,0.07952286282306166,0.08196721311475418,0.3333333333333333,0.12269938650306761,0.0,0.36363636363636365,0.0,0.3016823913100557,0.14370878553813732,0.12180702732849978,0.20032770038401343,68,"Shipped 5 merged PRs (avg cycle time 3.0d). Reviewed 3 PRs, across 3 contributors, unblocking 2 merges. Technical: 1 bug fix, 4 core-area touches. Strongest signal: shipping code."
meikelmosby,3.0,3.0122997200547976,1.1497222222222223,0.6836111111111111,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,3.524027777777778,1.0,0.1954548579591221,0.22556390977443638,0.9763379674577021,0.23856858846918497,0.16393442622950835,0.1111111111111111,0.0,0.0,0.0,0.0,0.3606641954034324,0.18431397045776354,0.0,0.19955986929870204,69,"Shipped 3 merged PRs (avg cycle time 1h). Reviewed 6 PRs, across 1 contributor, unblocking 6 merges. Strongest signal: shipping code."
georgemunyoro,2.0,2.161926459785177,48.35347222222222,48.35347222222222,0.0,2.0,0.0,0.0,0.0,2.0,10.0,9.0,7.0,12.177881944444445,6.0,0.14027788347292763,0.15037593984962425,0.004854032442824452,0.2783300198807158,0.27322404371584724,0.6666666666666666,0.24539877300613522,0.0,0.18181818181818182,0.0,0.11622253017991598,0.37388238872774293,0.13452314556609046,0.1990106723601164,70,"Shipped 2 merged PRs (avg cycle time 2.0d). Reviewed 10 PRs, across 6 contributors, unblocking 7 merges. Technical: 2 bug fixes, 2 core-area touches. Strongest signal: reviewing & unblocking others."
robbie-c,3.0,3.0908710068100147,2.3858333333333333,1.6355555555555557,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.32972222222222225,2.0,0.20055300260593933,0.22556390977443638,0.9508979952873166,0.03976143141153083,0.05464480874316945,0.2222222222222222,0.12269938650306761,0.0,0.09090909090909091,0.0,0.3581252732927639,0.08984164231369526,0.06726157278304523,0.19038107384612768,71,"Shipped 3 merged PRs (avg cycle time 2h). Reviewed 2 PRs, across 2 contributors, unblocking 1 merge. Technical: 1 bug fix, 1 core-area touch. Strongest signal: shipping code."
jonmcwest,1.0,1.1219002521492247,5.21,5.21,0.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,0.9814285714285713,2.0,0.07279516476007938,0.07518796992481212,0.8927748049375841,0.2783300198807158,0.19125683060109308,0.2222222222222222,0.12269938650306761,0.0,0.09090909090909091,0.0,0.23750893434500014,0.2381811136822056,0.06726157278304523,0.1866363796775753,72,"Shipped 1 merged PR (avg cycle time 5h). Reviewed 7 PRs, across 2 contributors, unblocking 7 merges. Technical: 1 bug fix, 1 core-area touch. Strongest signal: reviewing & unblocking others."
github-advanced-security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,14.202083333333334,8.0,0.0,0.0,1.0,0.07952286282306166,0.27322404371584724,0.8888888888888888,0.0,0.0,0.0,0.0,0.2,0.33997472360735415,0.0,0.18199241708220626,73,"Reviewed 10 PRs, across 8 contributors, unblocking 2 merges. Strongest signal: reviewing & unblocking others."
jabahamondes,2.0,2.8886324379057715,49.92583333333333,49.92583333333333,1.0,1.0,0.0,0.0,0.0,2.0,11.0,10.0,8.0,0.8334722222222222,3.0,0.18743063284443504,0.15037593984962425,0.0,0.31809145129224664,0.30054644808743197,0.3333333333333333,0.12269938650306761,0.0,0.18181818181818182,0.0,0.1388280983771048,0.3166384208410739,0.08544339096486342,0.1761557828926231,74,"Shipped 2 merged PRs (avg cycle time 2.1d). including 1 complex cross-directory change. Reviewed 11 PRs, across 3 contributors, unblocking 8 merges. Technical: 1 bug fix, 2 core-area touches. Strongest signal: reviewing & unblocking others."
richardsolomou,2.0,2.021680862469474,11.625833333333334,11.625833333333334,0.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,0.9283333333333333,1.0,0.13117796452388153,0.15037593984962425,0.7607327741017652,0.11928429423459248,0.1092896174863389,0.1111111111111111,0.24539877300613522,0.0,0.09090909090909091,0.0,0.2628483190371811,0.11424259542924607,0.11634132738427228,0.17431450445892793,75,"Shipped 2 merged PRs (avg cycle time 12h). Reviewed 4 PRs, across 1 contributor, unblocking 3 merges. Technical: 2 bug fixes, 1 core-area touch. Strongest signal: shipping code."
andyzzhao,1.0,1.17854944705859,3.8266666666666667,3.8266666666666667,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,16.128611111111113,4.0,0.07647088144616904,0.07518796992481212,0.921244706377701,0.07952286282306166,0.1092896174863389,0.4444444444444444,0.12269938650306761,0.0,0.09090909090909091,0.0,0.24504077297606836,0.17968328462739053,0.06726157278304523,0.17209976641355806,76,"Shipped 1 merged PR (avg cycle time 4h). Reviewed 4 PRs, across 4 contributors, unblocking 2 merges. Technical: 1 bug fix, 1 core-area touch. Strongest signal: shipping code."
hex-security-app,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,5.0,28.077430555555555,5.0,0.0,0.0,1.0,0.19880715705765414,0.2459016393442625,0.5555555555555556,0.0,0.0,0.0,0.0,0.2,0.30212260136811203,0.0,0.17063678041043362,77,"Reviewed 9 PRs, across 5 contributors, unblocking 5 merges. Strongest signal: reviewing & unblocking others."
matt-metivier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,5.0,6.893555555555555,3.0,0.0,0.0,1.0,0.19880715705765414,0.38251366120218616,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.28755065236993355,0.0,0.16626519571098008,78,"Reviewed 14 PRs, across 3 contributors, unblocking 5 merges. Strongest signal: reviewing & unblocking others."
havenbarnes,2.0,2.6157990350824942,22.721805555555555,22.721805555555555,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,12.100185185185184,1.0,0.16972767531989044,0.15037593984962425,0.5323704351507239,0.11928429423459248,0.08196721311475418,0.1111111111111111,0.24539877300613522,0.0,0.09090909090909091,0.0,0.23645070664497725,0.10604587411777065,0.11634132738427228,0.16129644310860378,79,"Shipped 2 merged PRs (avg cycle time 23h). Reviewed 3 PRs, across 1 contributor, unblocking 3 merges. Technical: 2 bug fixes, 1 core-area touch. Strongest signal: shipping code."
jordanm-posthog,3.0,3.226278118609407,31.739166666666666,18.33222222222222,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.267037037037037,1.0,0.20933897354608327,0.22556390977443638,0.34678726737968135,0.11928429423459248,0.08196721311475418,0.1111111111111111,0.12269938650306761,0.0,0.2727272727272727,0.0,0.24169611318130882,0.10604587411777065,0.10362520914668158,0.1595797702518592,80,"Shipped 3 merged PRs (avg cycle time 32h). Reviewed 3 PRs, across 1 contributor, unblocking 3 merges. Technical: 1 bug fix, 3 core-area touches. Strongest signal: shipping code."
HaynesPostHog,2.0,2.0443822343995075,8.166805555555555,8.166805555555555,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1326509565361044,0.15037593984962425,0.8319218198212541,0.0,0.0,0.0,0.24539877300613522,0.0,0.18181818181818182,0.0,0.2778226241871903,0.0,0.13452314556609046,0.15148599334470325,81,"Shipped 2 merged PRs (avg cycle time 8h). Technical: 2 bug fixes, 2 core-area touches. Strongest signal: shipping code."
scheduled-actions-posthog,4.0,4.1961264319891995,12.361319444444444,11.990833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27226815787376135,0.3007518796992485,0.745595990660386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3754788409787324,0.0,0.0,0.15019153639149296,82,Shipped 4 merged PRs (avg cycle time 12h). Strongest signal: shipping code.
bciaraldi,2.0,2.0170945261778543,14.738472222222223,14.738472222222223,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.002777777777777778,0.0,0.13088037736731034,0.15037593984962425,0.6966726374376631,0.03976143141153083,0.027322404371584726,0.0,0.24539877300613522,0.0,0.18181818181818182,0.0,0.24988749812607505,0.026089365446664292,0.13452314556609046,0.14813875255425646,83,"Shipped 2 merged PRs (avg cycle time 15h). Reviewed 1 PR, unblocking 1 merge. Technical: 2 bug fixes, 2 core-area touches. Strongest signal: shipping code."
marandaneto,1.0,1.1447991740623822,28.585833333333333,28.585833333333333,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,7.0,2.1784126984126986,3.0,0.07428097492038833,0.07518796992481212,0.41168492222871866,0.2783300198807158,0.2459016393442625,0.3333333333333333,0.0,0.0,0.09090909090909091,0.0,0.14203386288338155,0.2823523340829342,0.018181818181818184,0.14697379083277834,84,"Shipped 1 merged PR (avg cycle time 29h). Reviewed 9 PRs, across 3 contributors, unblocking 7 merges. Technical: 1 core-area touch. Strongest signal: reviewing & unblocking others."
dustinbyrne,2.0,2.144623463775885,19.9375,19.9375,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,8.091805555555554,1.0,0.1391551682913182,0.15037593984962425,0.5896732578585574,0.07952286282306166,0.05464480874316945,0.1111111111111111,0.12269938650306761,0.0,0.18181818181818182,0.0,0.23262501767225785,0.07995650867110636,0.08544339096486342,0.14266997695969408,85,"Shipped 2 merged PRs (avg cycle time 20h). Reviewed 2 PRs, across 1 contributor, unblocking 2 merges. Technical: 1 bug fix, 2 core-area touches. Strongest signal: shipping code."
timgl,2.0,2.035220481664582,2.5566666666666666,2.5566666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.001388888888888889,1.0,0.132056490763811,0.15037593984962425,0.9473821339648926,0.03976143141153083,0.027322404371584726,0.1111111111111111,0.0,0.0,0.09090909090909091,0.0,0.3006174541297713,0.05386714322444207,0.018181818181818184,0.1418616700737866,86,"Shipped 2 merged PRs (avg cycle time 3h). Reviewed 1 PR, across 1 contributor, unblocking 1 merge. Technical: 1 core-area touch. Strongest signal: shipping code."
EDsCODE,2.0,2.2052226656342446,9.088888888888889,9.088888888888889,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08583333333333333,1.0,0.14308718352632488,0.15037593984962425,0.8129447439516824,0.03976143141153083,0.027322404371584726,0.1111111111111111,0.0,0.0,0.18181818181818182,0.0,0.2792453225083862,0.05386714322444207,0.03636363636363637,0.13876736287977803,87,"Shipped 2 merged PRs (avg cycle time 9h). Reviewed 1 PR, across 1 contributor, unblocking 1 merge. Technical: 2 core-area touches. Strongest signal: shipping code."
pl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,5.93125,2.0,0.0,0.0,1.0,0.15904572564612332,0.16393442622950835,0.2222222222222222,0.0,0.0,0.0,0.0,0.2,0.17630645996516356,0.0,0.13289193798954907,88,"Reviewed 6 PRs, across 2 contributors, unblocking 4 merges. Strongest signal: shipping code."
Daesgar,1.0,1.0004169396628746,0.23416666666666666,0.23416666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.1566666666666667,1.0,0.0649126478151881,0.07518796992481212,0.9951806974068236,0.03976143141153083,0.027322404371584726,0.1111111111111111,0.0,0.0,0.09090909090909091,0.0,0.2540488543664024,0.05386714322444207,0.018181818181818184,0.12323423016843904,89,"Shipped 1 merged PR (avg cycle time 0h). Reviewed 1 PR, across 1 contributor, unblocking 1 merge. Technical: 1 core-area touch. Strongest signal: shipping code."
jonathanlab,1.0,1.0798221057438402,0.9880555555555556,0.9880555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.126111111111111,1.0,0.07006489921774552,0.07518796992481212,0.9796651728067278,0.03976143141153083,0.027322404371584726,0.1111111111111111,0.0,0.0,0.0,0.0,0.253521875147662,0.05386714322444207,0.0,0.11756889302639742,90,"Shipped 1 merged PR (avg cycle time 1h). Reviewed 1 PR, across 1 contributor, unblocking 1 merge. Strongest signal: shipping code."
naji247,1.0,1.0185428951496018,0.5305555555555556,0.5305555555555556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06608876121168876,0.07518796992481212,0.9890808209336098,0.0,0.0,0.0,0.12269938650306761,0.0,0.0,0.0,0.25341693577001,0.0,0.049079754601227044,0.11609070068837211,91,Shipped 1 merged PR (avg cycle time 1h). Technical: 1 bug fix. Strongest signal: shipping code.
DanielVisca,1.0,1.0027101078086842,0.6138888888888889,0.6138888888888889,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06506144139347368,0.07518796992481212,0.9873657666299883,0.0,0.0,0.0,0.12269938650306761,0.0,0.0,0.0,0.25256026500017814,0.0,0.049079754601227044,0.11574803238043938,92,Shipped 1 merged PR (avg cycle time 1h). Technical: 1 bug fix. Strongest signal: shipping code.
tests-posthog,1.0,1.35,0.605,0.605,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08759555249037929,0.07518796992481212,0.987548705755708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2638639083737749,0.0,0.0,0.10554556334950996,93,Shipped 1 merged PR (avg cycle time 1h). Strongest signal: shipping code.
jghoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,8.783055555555556,1.0,0.0,0.0,1.0,0.07952286282306166,0.05464480874316945,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,0.07995650867110636,0.0,0.10398695260133192,94,"Reviewed 2 PRs, across 1 contributor, unblocking 2 merges. Strongest signal: shipping code."
langesven,1.0,1.0062540949431176,4.470555555555555,4.470555555555555,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.5825,0.0,0.06529139510536959,0.07518796992481212,0.9079930534583855,0.03976143141153083,0.027322404371584726,0.0,0.0,0.0,0.0,0.0,0.23680069922180555,0.026089365446664292,0.0,0.10254708932272151,95,"Shipped 1 merged PR (avg cycle time 4h). Reviewed 1 PR, unblocking 1 merge. Strongest signal: shipping code."
inkeep,1.0,1.0106319614032997,0.22805555555555557,0.22805555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655754555730057,0.07518796992481212,0.9953064680557558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2544054123750977,0.0,0.0,0.10176216495003908,96,Shipped 1 merged PR (avg cycle time 0h). Strongest signal: shipping code.
k11kirky,1.0,1.4266950582722815,25.784444444444443,25.784444444444443,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.004166666666666667,1.0,0.09257195693678101,0.07518796992481212,0.46933933106879455,0.03976143141153083,0.027322404371584726,0.1111111111111111,0.12269938650306761,0.0,0.09090909090909091,0.0,0.16271023565959306,0.05386714322444207,0.06726157278304523,0.10142270906608342,97,"Shipped 1 merged PR (avg cycle time 26h). Reviewed 1 PR, across 1 contributor, unblocking 1 merge. Technical: 1 bug fix, 1 core-area touch. Strongest signal: shipping code."
abhischekt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,27.805833333333332,1.0,0.0,0.0,1.0,0.0,0.13661202185792362,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,0.06876138433515486,0.0,0.10062841530054648,98,"Reviewed 5 PRs, across 1 contributor. Strongest signal: shipping code."
